# self-oscillation statistics, 2026-07-10T14:34:53, gain=2.3, f_star_MHz=2867.90000, R0_V=1.01510696e-04, D_V_per_MHz=1.03149662e-04
cycle,t_s,f_MHz,R_V
1226,500.9767,2862.410898,6.78794415e-05
1227,501.4276,2864.078930,2.67033318e-05
1228,501.8137,2861.723656,2.07139267e-04
1229,502.2575,2862.319765,7.47765636e-05
1230,502.6580,2862.666810,8.59465252e-05
1231,503.0557,2862.618247,1.03688664e-04
1232,503.4943,2863.115551,7.92077490e-05
1233,503.8910,2861.970463,1.52865250e-04
1234,504.2881,2862.601607,7.32053274e-05
1235,504.7265,2863.429140,6.43977667e-05
1236,505.1230,2862.084468,1.61816117e-04
1237,505.5136,2862.649407,7.61744912e-05
1238,505.9574,2864.649374,1.18168441e-05
1239,506.3019,2861.643690,2.36308631e-04
1240,506.7065,2862.544529,6.11101485e-05
1241,507.1404,2863.467204,6.01308577e-05
1242,507.5307,2861.962804,1.68979562e-04
1243,507.9418,2862.593882,7.32082940e-05
1244,508.3926,2863.308042,6.94822812e-05
1245,508.7805,2862.111234,1.55184763e-04
1246,509.1766,2861.884079,1.11698080e-04
1247,509.5786,2862.697454,6.50327116e-05
1248,509.9742,2862.616062,1.05160926e-04
1249,510.3528,2862.689238,9.82289256e-05
1250,510.7416,2862.561043,1.07259950e-04
1251,511.1706,2862.707062,9.49620584e-05
1252,511.5783,2862.723639,1.00767258e-04
1253,511.9717,2862.592165,1.07406998e-04
1254,512.4046,2862.553617,1.03239483e-04
1255,512.7950,2862.725856,9.37861947e-05
1256,513.1744,2864.014411,4.37219825e-05
1257,513.5713,2861.631716,2.08369037e-04
1258,514.0269,2862.403321,6.69060276e-05
1259,514.4441,2862.711541,8.76877242e-05
1260,514.8391,2862.647648,1.04376155e-04
1261,515.2772,2862.632045,1.02210475e-04
1262,515.6915,2862.672493,9.96966870e-05
1263,516.0882,2862.585829,1.05397347e-04
1264,516.5279,2863.112655,7.78837858e-05
1265,516.9239,2862.289495,1.38427541e-04
1266,517.3218,2862.702776,8.29759982e-05
1267,517.7451,2863.390728,7.06576325e-05
1268,518.1575,2862.041068,1.62039803e-04
1269,518.5454,2862.480946,8.17832027e-05
1270,518.9913,2863.546221,5.37355588e-05
1271,519.3908,2861.919041,1.74485950e-04
1272,519.7776,2862.651870,6.86450269e-05
1273,520.2056,2864.358005,2.49945045e-05
1274,520.5956,2861.587521,2.25760469e-04
1275,520.9946,2862.563534,5.77387797e-05
1276,521.4245,2864.286750,2.42284446e-05
1277,521.8212,2861.684711,2.18206103e-04
1278,522.2108,2862.684304,5.66812664e-05
1279,522.6280,2863.802933,5.13427787e-05
1280,523.0220,2861.828652,1.90052624e-04
1281,523.4122,2862.685926,6.30639585e-05
1282,523.8572,2863.785073,5.22165252e-05
1283,524.2456,2861.738812,1.93280722e-04
1284,524.6547,2862.644323,6.09006558e-05
1285,525.1104,2864.338965,2.55099207e-05
1286,525.5078,2861.706723,2.19560633e-04
1287,525.8963,2862.596880,6.15892440e-05
1288,526.3281,2863.127944,7.76936668e-05
1289,526.7429,2862.211029,1.42632214e-04
1290,527.1287,2862.710326,7.91183968e-05
1291,527.5233,2864.394800,2.59659536e-05
1292,527.9226,2861.723047,2.21332612e-04
1293,528.3111,2862.643261,6.02412121e-05
1294,528.7581,2863.112058,8.04862775e-05
1295,529.1565,2862.109998,1.46450758e-04
1296,529.5443,2862.832034,6.91290317e-05
1297,529.9736,2863.746047,6.05193245e-05
1298,530.3715,2861.937467,1.82621334e-04
1299,530.8119,2862.800750,6.27944661e-05
1300,531.2258,2862.509082,1.14591316e-04
1301,531.6226,2862.601003,9.73882404e-05
1302,532.0757,2863.526167,6.00192544e-05
1303,532.4712,2862.076582,1.66521202e-04
1304,532.9230,2861.770650,1.15231041e-04
1305,533.3118,2862.593178,6.46222319e-05
1306,533.6675,2862.609642,1.00772327e-04
1307,534.1085,2862.993064,8.43150934e-05
1308,534.4943,2862.488788,1.24126307e-04
1309,534.9065,2862.738027,9.03328965e-05
1310,535.3442,2862.813819,9.81116040e-05
1311,535.7403,2862.515669,1.14882049e-04
1312,536.1776,2862.599520,9.77501536e-05
1313,536.5927,2862.648615,9.93089275e-05
1314,536.9878,2862.639164,1.01934526e-04
1315,537.4211,2864.121964,3.50105780e-05
1316,537.7684,2861.649333,2.12402465e-04
1317,538.1660,2862.456387,6.53161839e-05
1318,538.6041,2864.274193,1.99863086e-05
1319,539.0044,2861.586327,2.22055240e-04
1320,539.3591,2862.587996,5.65881706e-05
1321,539.7944,2863.880034,4.35657760e-05
1322,540.2085,2861.757222,1.96713887e-04
1323,540.6396,2862.758402,5.66101219e-05
1324,541.0285,2862.408176,1.17217510e-04
1325,541.4394,2862.730207,8.70683398e-05
1326,541.8777,2863.041015,8.75717104e-05
1327,542.2898,2862.202432,1.39119173e-04
1328,542.7104,2863.604419,3.86348420e-05
1329,543.1228,2861.964345,1.75064216e-04
1330,543.5113,2862.577658,7.40050335e-05
1331,543.9566,2862.992097,8.29240777e-05
1332,544.3031,2862.314460,1.31901132e-04
1333,544.7273,2863.498731,4.83988757e-05
1334,545.1380,2861.829680,1.76363778e-04
1335,545.5270,2862.728870,6.11840825e-05
1336,545.9460,2863.409551,7.09837606e-05
1337,546.3402,2861.993109,1.65034839e-04
1338,546.7899,2861.843804,1.08206667e-04
1339,547.1814,2862.585213,6.82601956e-05
1340,547.5875,2862.667969,9.77993209e-05
1341,548.0091,2862.841180,9.37425525e-05
1342,548.3577,2862.483215,1.17564592e-04
1343,548.7581,2862.566296,9.77847100e-05
1344,549.1940,2862.667275,9.69820298e-05
1345,549.5888,2862.475095,1.10129512e-04
1346,549.9911,2862.592056,9.62652625e-05
1347,550.4357,2864.478528,1.69068149e-05
1348,550.8410,2861.713514,2.25515176e-04
1349,551.2918,2860.702885,1.46835055e-04
1350,551.6923,2862.005203,4.31047441e-05
1351,552.1374,2863.552954,3.20976649e-05
1352,552.5371,2861.984685,1.71843900e-04
1353,552.9255,2862.665491,7.09781634e-05
1354,553.3443,2863.190510,7.79647799e-05
1355,553.7073,2862.109563,1.49988675e-04
1356,554.1426,2862.692894,7.53496702e-05
1357,554.5382,2862.558084,1.07556596e-04
1358,554.9689,2862.834307,8.91227498e-05
1359,555.3554,2862.501514,1.16435653e-04
1360,555.7762,2863.381119,6.20624765e-05
1361,556.1736,2861.999035,1.63493957e-04
1362,556.5698,2862.637858,7.28609860e-05
1363,556.9919,2863.180424,7.71778513e-05
1364,557.3882,2862.149702,1.47736167e-04
1365,557.8252,2863.120783,5.79599902e-05
1366,558.2379,2862.140786,1.45461260e-04
1367,558.6418,2861.880517,1.13183187e-04
1368,559.0540,2862.583554,6.99811199e-05
1369,559.4766,2863.459097,6.22446266e-05
1370,559.8729,2862.111977,1.61925900e-04
1371,560.2595,2862.524003,8.30322904e-05
1372,560.7029,2862.936869,8.29946042e-05
1373,561.0939,2862.505204,1.20869843e-04
1374,561.5093,2862.512172,1.01198211e-04
1375,561.9439,2862.872670,8.53432053e-05
1376,562.3529,2862.402685,1.22588407e-04
1377,562.7756,2862.495655,9.73412461e-05
1378,563.1887,2862.676673,9.33924442e-05
1379,563.5931,2862.554757,1.06978352e-04
1380,564.0395,2863.285559,6.87359002e-05
1381,564.4331,2862.056111,1.56648617e-04
1382,564.8261,2862.568626,7.85255559e-05
1383,565.2554,2864.518005,1.40855620e-05
1384,565.5996,2861.663187,2.29542659e-04
1385,565.9905,2861.093280,1.27069716e-04
1386,566.3881,2862.230448,5.05113611e-05
1387,566.8388,2863.143694,6.05537357e-05
1388,567.2380,2862.198833,1.43885526e-04
1389,567.6367,2862.696802,7.91779361e-05
1390,568.0751,2864.650755,1.38804497e-05
1391,568.4703,2861.615711,2.37625338e-04
1392,568.9266,2862.009487,8.38507697e-05
1393,569.3244,2862.742834,6.86217712e-05
1394,569.7355,2862.459799,1.14204196e-04
1395,570.1880,2864.298598,1.90448116e-05
1396,570.5751,2861.612107,2.21993580e-04
1397,570.9898,2862.504786,6.14761291e-05
1398,571.4263,2863.171470,7.16114274e-05
1399,571.8256,2862.158697,1.46931251e-04
1400,572.2244,2862.727972,7.59800395e-05
1401,572.6701,2863.341938,7.39757073e-05
1402,573.0698,2861.986580,1.62295379e-04
1403,573.5068,2862.727655,6.82752162e-05
1404,573.8737,2862.542131,1.09830986e-04
1405,574.2864,2862.749985,9.21889566e-05
1406,574.7227,2864.234403,3.49379618e-05
1407,575.1192,2861.648842,2.17467097e-04
1408,575.5437,2861.550211,1.05934103e-04
1409,575.9568,2862.479945,5.98142910e-05
1410,576.3755,2863.260051,6.65247334e-05
1411,576.7230,2862.037797,1.56325932e-04
1412,577.1542,2863.394071,4.06849874e-05
1413,577.5513,2862.106074,1.59274373e-04
1414,577.9873,2863.592654,3.48409934e-05
1415,578.3756,2862.089718,1.68913891e-04
1416,578.7739,2862.644133,7.66465060e-05
1417,579.2050,2863.442249,6.57170295e-05
1418,579.5930,2861.961005,1.67941062e-04
1419,580.0041,2862.695825,6.85557165e-05
1420,580.4397,2864.448891,2.28897366e-05
1421,580.8408,2861.609601,2.28846275e-04
1422,581.2749,2862.244137,7.30532350e-05
1423,581.6707,2862.772047,7.78351720e-05
1424,582.1226,2863.930624,4.95511782e-05
1425,582.5109,2861.711944,2.01013338e-04
1426,582.9076,2862.531025,6.47768421e-05
1427,583.3368,2863.682120,4.98867281e-05
1428,583.7253,2861.859824,1.83236447e-04
1429,584.0813,2862.526631,7.16059806e-05
1430,584.4733,2864.649274,6.31508130e-06
1431,584.8899,2861.784677,2.29981199e-04
1432,585.2871,2862.501645,6.93563324e-05
1433,585.7093,2863.292631,6.60368495e-05
1434,586.1053,2862.036711,1.57835767e-04
1435,586.4927,2862.607874,7.58953794e-05
1436,586.9301,2864.100038,3.45905786e-05
1437,587.3229,2861.552304,2.15770667e-04
1438,587.7200,2862.525350,5.78718327e-05
1439,588.1740,2863.574049,5.44789986e-05
1440,588.5711,2861.809780,1.80634046e-04
1441,588.9594,2862.601041,6.60244661e-05
1442,589.3927,2864.102840,3.41584891e-05
1443,589.8068,2861.637898,2.12057638e-04
1444,590.2583,2861.320591,1.15741167e-04
1445,590.6751,2862.238035,6.03654597e-05
1446,591.1047,2862.700405,8.07744887e-05
1447,591.5587,2863.739590,5.49056668e-05
1448,591.9774,2861.844186,1.86515145e-04
1449,592.4378,2861.364867,1.23007081e-04
1450,592.8416,2862.342306,5.76747846e-05
1451,593.2923,2863.768988,3.75273635e-05
1452,593.7068,2861.802411,1.89707107e-04
1453,594.1426,2861.887815,9.76805010e-05
1454,594.5675,2862.630201,6.82163980e-05
1455,595.0025,2862.667333,9.98454253e-05
1456,595.4706,2862.766852,9.70475128e-05
1457,595.8675,2862.526046,1.12310263e-04
1458,596.3070,2864.311160,2.14524861e-05
1459,596.7084,2861.710740,2.18133501e-04
1460,597.1020,2862.512124,6.55704645e-05
1461,597.5585,2863.023223,7.85891263e-05
1462,597.9589,2862.369243,1.30840140e-04
1463,598.3708,2862.564097,9.27719507e-05
1464,598.7514,2863.693694,5.08509137e-05
1465,599.1563,2861.996316,1.77634136e-04
1466,599.5536,2862.455695,8.09086364e-05
1467,599.9846,2864.343902,1.68290034e-05
1468,600.3320,2861.653068,2.22188349e-04
1469,600.7706,2862.159836,7.87833075e-05
1470,601.1752,2862.743992,7.53126870e-05
1471,601.6072,2863.608148,6.27552747e-05
1472,602.0061,2861.992028,1.73989950e-04
1473,602.4362,2862.997176,5.64321441e-05
1474,602.8344,2862.199827,1.37269931e-04
1475,603.2406,2862.685446,7.97318219e-05
1476,603.6874,2863.519286,6.41149087e-05
1477,604.0855,2861.984426,1.70345596e-04
1478,604.4900,2862.768949,6.63266728e-05
1479,604.9373,2863.143919,8.46941376e-05
1480,605.3419,2862.090659,1.48746949e-04
1481,605.7906,2863.665669,3.08751561e-05
1482,606.1877,2861.876972,1.81729623e-04
1483,606.5922,2862.579086,7.00225083e-05
1484,607.0365,2864.144665,3.12981273e-05
1485,607.4376,2861.584852,2.16312355e-04
1486,607.8338,2862.425295,6.38187894e-05
1487,608.2710,2863.528363,5.20406337e-05
1488,608.6612,2861.966172,1.71571346e-04
1489,609.1052,2862.221885,9.00425495e-05
1490,609.5040,2862.773142,7.67881307e-05
1491,609.9078,2862.480361,1.14641249e-04
1492,610.3357,2862.409888,1.04671244e-04
1493,610.7338,2862.766681,8.55093448e-05
1494,611.1342,2862.596798,1.09129534e-04
1495,611.5254,2862.619520,1.00491688e-04
1496,611.9179,2862.628754,1.01096568e-04
1497,612.3087,2862.640097,1.01001965e-04
1498,612.7531,2864.422384,2.15792596e-05
1499,613.1512,2861.689601,2.24069690e-04
1500,613.5563,2862.490031,6.56132725e-05
1501,613.9865,2863.740120,4.54471029e-05
1502,614.3857,2861.811722,1.87994868e-04
1503,614.7842,2862.640606,6.43371923e-05
1504,615.2202,2864.408287,2.22342708e-05
1505,615.6200,2861.676963,2.24004238e-04
1506,616.0570,2861.430994,1.12541867e-04
1507,616.4732,2862.470233,5.49032266e-05
1508,616.8235,2862.664836,9.27831836e-05
1509,617.2563,2863.966905,4.31159425e-05
1510,617.6537,2861.754032,2.00752901e-04
1511,618.0420,2862.693243,5.93892802e-05
1512,618.4868,2864.170220,3.52717091e-05
1513,618.8836,2861.646536,2.14692047e-04
1514,619.2886,2862.646254,5.66756826e-05
1515,619.7326,2863.765740,5.13043320e-05
1516,620.1415,2861.836663,1.88025338e-04
1517,620.5534,2862.604938,6.70553248e-05
1518,620.9918,2863.920795,4.24975885e-05
1519,621.4069,2861.732540,1.99648819e-04
1520,621.8003,2862.522024,6.61041805e-05
1521,622.2062,2863.868513,4.11238154e-05
1522,622.6045,2861.787058,1.94859096e-04
1523,623.0000,2862.684272,6.12727400e-05
1524,623.4409,2864.244788,3.15251841e-05
1525,623.8537,2861.850171,2.08903711e-04
1526,624.2034,2862.639642,6.61047222e-05
1527,624.6359,2863.454531,6.49648144e-05
1528,625.0340,2861.852884,1.73340887e-04
1529,625.4348,2862.537732,7.07968293e-05
1530,625.8694,2863.870680,4.17310685e-05
1531,626.2694,2861.762553,1.96055316e-04
1532,626.6171,2862.537344,6.67630903e-05
1533,627.0408,2864.232876,2.54700245e-05
1534,627.4385,2861.665535,2.16649987e-04
1535,627.8824,2861.101095,1.26824527e-04
1536,628.2898,2862.272258,4.89867600e-05
1537,628.6364,2862.706505,8.20357229e-05
1538,629.0689,2864.236231,3.29060303e-05
1539,629.4575,2861.827267,2.09547125e-04
1540,629.8988,2861.028599,1.37329116e-04
1541,630.2910,2862.199281,4.90083348e-05
1542,630.6867,2862.647706,8.13998770e-05
1543,631.1060,2862.774076,9.58432801e-05
1544,631.5206,2862.605150,1.09086634e-04
1545,631.9166,2862.544173,1.04245391e-04
1546,632.2695,2862.705268,9.42859266e-05
1547,632.6678,2862.533611,1.09209148e-04
1548,633.0899,2862.644517,9.65368092e-05
1549,633.4844,2862.587555,1.04065298e-04
1550,633.9168,2862.589069,1.01442793e-04
1551,634.3207,2862.675006,9.76566423e-05
1552,634.7657,2863.581133,6.08730022e-05
1553,635.1626,2861.940088,1.75107747e-04
1554,635.5912,2862.487505,7.69603329e-05
1555,636.0034,2862.723979,9.09053452e-05
1556,636.4019,2862.573752,1.08248032e-04
1557,636.8330,2863.121180,7.69598595e-05
1558,637.2385,2862.104283,1.47116161e-04
1559,637.6396,2862.819896,6.94171102e-05
1560,638.0863,2863.242134,8.25742784e-05
1561,638.4853,2862.143860,1.50765754e-04
1562,638.8751,2862.621267,8.01000934e-05
1563,639.3032,2863.787213,4.92207045e-05
1564,639.7031,2861.728505,1.93838987e-04
1565,640.0515,2862.491870,6.72755302e-05
1566,640.4904,2862.966679,8.02166456e-05
1567,640.9038,2862.312810,1.30835189e-04
1568,641.3152,2862.792525,7.99965764e-05
1569,641.7517,2863.396033,7.44447679e-05
1570,642.1568,2861.962716,1.65791656e-04
1571,642.6015,2862.127062,9.41401392e-05
1572,642.9902,2862.802052,7.12389672e-05
1573,643.4025,2862.408372,1.19166350e-04
1574,643.8360,2863.228221,6.47423574e-05
1575,644.2351,2861.978041,1.57578362e-04
1576,644.5818,2862.653529,7.12166479e-05
1577,645.0213,2864.009812,4.06845534e-05
1578,645.4169,2861.718264,2.04281267e-04
1579,645.8061,2862.476931,6.74862483e-05
1580,646.2351,2863.942230,3.57954493e-05
1581,646.6406,2861.803908,1.97409467e-04
1582,647.0521,2862.715228,6.06401170e-05
1583,647.4897,2864.147218,3.72892526e-05
1584,647.8868,2861.648246,2.13583805e-04
1585,648.2817,2862.622076,5.78367022e-05
1586,648.6660,2863.851094,4.63920612e-05
1587,649.0533,2861.784168,1.94207516e-04
1588,649.4036,2862.605335,6.46832970e-05
1589,649.8390,2863.248315,7.26745153e-05
1590,650.2490,2862.287268,1.44611449e-04
1591,650.6393,2862.654298,8.50502435e-05
1592,651.0870,2862.970420,8.73333594e-05
1593,651.4844,2862.464805,1.24186351e-04
1594,651.8885,2862.730938,8.95752323e-05
1595,652.3334,2862.805279,9.81767031e-05
1596,652.7229,2862.426669,1.18490436e-04
1597,653.1367,2862.713630,8.86411702e-05
1598,653.5720,2863.448393,6.85582921e-05
1599,653.9714,2861.945936,1.68892405e-04
1600,654.3906,2862.661025,6.94405932e-05
1601,654.8381,2864.204885,3.22721633e-05
1602,655.2498,2861.770911,2.10668774e-04
1603,655.6488,2862.571756,6.55946839e-05
1604,656.1023,2863.764698,4.80099884e-05
1605,656.5048,2861.935300,1.83554977e-04
1606,656.9394,2862.937742,5.65535029e-05
1607,657.2871,2862.363379,1.27269524e-04
1608,657.6872,2862.648763,8.87118919e-05
1609,658.1211,2864.604736,1.37898395e-05
1610,658.5318,2861.840779,2.25467743e-04
1611,658.9213,2862.655687,6.49639917e-05
1612,659.3506,2864.309868,2.73245124e-05
1613,659.7481,2861.675806,2.19642279e-04
1614,660.1821,2860.893726,1.36585169e-04
1615,660.5867,2862.119599,4.65331131e-05
1616,660.9654,2863.459861,4.14030399e-05
1617,661.3524,2861.995826,1.67169297e-04
1618,661.6990,2862.711273,6.94245608e-05
1619,662.1548,2862.979073,8.95004734e-05
1620,662.5714,2862.389134,1.27968096e-04
1621,662.9215,2862.585343,9.27111814e-05
1622,663.3694,2862.846641,8.97920786e-05
1623,663.7554,2862.513927,1.16432139e-04
1624,664.0982,2862.615080,9.69742377e-05
1625,664.5312,2863.770111,4.97102460e-05
1626,664.9233,2861.832017,1.88429714e-04
1627,665.3143,2862.585800,6.77052612e-05
1628,665.7535,2862.953396,8.50248689e-05
1629,666.1392,2862.426683,1.25132563e-04
1630,666.5379,2862.774656,8.59049192e-05
1631,666.9734,2863.841896,5.36474423e-05
1632,667.3584,2861.792554,1.93418942e-04
1633,667.7777,2861.648911,1.07952749e-04
1634,668.1673,2862.637270,5.71850499e-05
1635,668.5639,2862.648101,1.01024951e-04
1636,669.0018,2863.032802,8.42577535e-05
1637,669.4076,2862.396714,1.30037802e-04
1638,669.8481,2864.250899,1.83547668e-05
1639,670.2477,2861.777500,2.12436901e-04
1640,670.6364,2862.173761,8.37393157e-05
1641,671.0226,2862.610223,8.19364084e-05
1642,671.4675,2864.507827,1.64075647e-05
1643,671.8588,2861.813499,2.22345031e-04
1644,672.2643,2862.644664,6.42348928e-05
1645,672.6902,2863.901763,4.51327299e-05
1646,673.0888,2861.801925,1.95683524e-04
1647,673.4523,2862.593126,6.60271949e-05
1648,673.9005,2864.243545,2.74932328e-05
1649,674.2476,2861.647909,2.17918919e-04
1650,674.6367,2862.522736,6.22767564e-05
1651,675.0812,2863.189808,7.15940727e-05
1652,675.4789,2862.186437,1.46509563e-04
1653,675.8854,2862.720750,7.75479731e-05
1654,676.3179,2863.237882,7.83185351e-05
1655,676.7164,2862.250147,1.45808325e-04
1656,677.1257,2862.696528,8.14915217e-05
1657,677.5682,2863.802449,5.19127287e-05
1658,677.9676,2861.830796,1.89934745e-04
1659,678.3692,2861.610424,1.11393864e-04
1660,678.7732,2862.630412,5.57666150e-05
1661,679.2013,2864.197115,3.12476731e-05
1662,679.5917,2861.621062,2.17040724e-04
1663,679.9930,2862.629643,5.62781603e-05
1664,680.4242,2863.586609,5.85930128e-05
1665,680.8352,2862.013771,1.72048840e-04
1666,681.2512,2862.622082,7.42293507e-05
1667,681.7034,2862.980318,8.54446098e-05
1668,682.0973,2862.309651,1.31588577e-04
1669,682.4838,2862.636226,8.68645475e-05
1670,682.9186,2864.486316,1.85384716e-05
1671,683.3070,2861.821074,2.21040604e-04
1672,683.7258,2862.473349,7.22576791e-05
1673,684.1338,2862.651221,9.35335676e-05
1674,684.5228,2862.520224,1.07385583e-04
1675,684.9535,2863.055410,7.75088755e-05
1676,685.3668,2862.226317,1.38693590e-04
1677,685.8020,2862.242387,1.00789964e-04
1678,686.1873,2862.783868,7.72265519e-05
1679,686.6008,2862.491121,1.14639697e-04
1680,687.0573,2863.218694,6.88807473e-05
1681,687.4690,2862.009500,1.55740231e-04
1682,687.9189,2862.122630,9.64371085e-05
1683,688.3164,2862.707608,7.52757827e-05
1684,688.7339,2862.585593,1.06982781e-04
1685,689.1676,2863.358185,6.68617458e-05
1686,689.5657,2862.026146,1.61249530e-04
1687,689.9658,2862.578572,7.67356901e-05
1688,690.4074,2863.962340,3.94519180e-05
1689,690.8174,2861.644308,2.05469032e-04
1690,691.2531,2861.274784,1.18082971e-04
1691,691.6497,2862.432999,4.95674625e-05
1692,692.1021,2863.668987,4.60794929e-05
1693,692.4962,2861.793161,1.85637143e-04
1694,692.8883,2862.753331,5.84493018e-05
1695,693.2700,2864.036972,4.39423874e-05
1696,693.6155,2861.729937,2.04975865e-04
1697,694.0166,2862.607617,6.21487652e-05
1698,694.3991,2863.471957,6.27470586e-05
1699,694.8038,2861.942988,1.70081391e-04
1700,695.2070,2862.549070,7.43293349e-05
1701,695.6193,2864.469758,1.53722816e-05
1702,696.0337,2861.728667,2.24442266e-04
1703,696.4306,2861.307567,1.20396075e-04
1704,696.8237,2862.347767,5.48601491e-05
1705,697.2164,2863.753528,3.84655803e-05
1706,697.6168,2861.845213,1.87094194e-04
1707,698.0081,2862.653862,6.52446744e-05
1708,698.4481,2864.527694,1.74736609e-05
1709,698.8419,2861.618483,2.31982040e-04
1710,699.2461,2862.514123,6.13433512e-05
1711,699.6293,2863.840994,4.20035773e-05
1712,700.0223,2861.777930,1.94034333e-04
1713,700.4338,2862.555676,6.66306164e-05
1714,700.8577,2863.168852,7.40111781e-05
1715,701.2550,2862.205835,1.44699748e-04
1716,701.6718,2862.696327,7.95132932e-05
1717,702.1022,2863.800544,5.19890963e-05
1718,702.4988,2861.641481,1.98339671e-04
1719,702.8895,2862.433399,6.59950213e-05
1720,703.3337,2862.971399,7.73826504e-05
1721,703.7247,2862.205720,1.35849598e-04
1722,704.1488,2863.492241,4.38132136e-05
1723,704.5360,2861.828921,1.76106729e-04
1724,704.9593,2862.438802,7.41589904e-05
1725,705.3575,2862.724390,8.87027106e-05
1726,705.7576,2862.483969,1.12293033e-04
1727,706.2071,2863.814212,4.18523979e-05
1728,706.5602,2861.695133,1.96546468e-04
1729,706.9547,2862.550599,6.31449991e-05
1730,707.3821,2863.845796,4.34241303e-05
1731,707.7723,2861.897442,1.88889873e-04
1732,708.1725,2862.681556,6.63449898e-05
1733,708.6153,2863.092464,8.30823973e-05
1734,709.0172,2862.232813,1.40064073e-04
1735,709.4187,2862.543938,8.75574745e-05
1736,709.7976,2863.583395,5.48934278e-05
1737,710.1866,2861.988759,1.73026447e-04
1738,710.5870,2862.710804,6.91286536e-05
1739,711.0168,2863.332389,7.36340213e-05
1740,711.3644,2862.009172,1.60853944e-04
1741,711.7678,2862.658732,7.23794262e-05
1742,712.1975,2863.062834,8.33876584e-05
1743,712.5870,2862.255559,1.37715117e-04
1744,712.9836,2862.794230,7.73525466e-05
1745,713.4099,2863.131987,8.63630544e-05
1746,713.8273,2862.072495,1.49026478e-04
1747,714.2324,2862.575466,7.89536112e-05
1748,714.6585,2863.032830,8.09989850e-05
1749,715.0577,2862.316947,1.33616365e-04
1750,715.4240,2862.785921,8.04782975e-05
1751,715.8603,2864.459257,2.64654753e-05
1752,716.2654,2861.840034,2.18976783e-04
1753,716.6496,2862.646643,6.53361323e-05
1754,717.0716,2863.241608,7.48279065e-05
1755,717.4633,2862.073532,1.53896198e-04
1756,717.8674,2862.701234,7.33596994e-05
1757,718.2976,2863.493309,6.59879690e-05
1758,718.7005,2862.118377,1.63173213e-04
1759,719.0984,2862.615395,7.92205919e-05
1760,719.5190,2863.751670,5.05514076e-05
1761,719.9172,2861.827724,1.87795192e-04
1762,720.3070,2862.535250,6.97798055e-05
1763,720.7586,2864.423302,1.68359514e-05
1764,721.1503,2861.580462,2.29005460e-04
1765,721.5316,2862.429784,6.34205915e-05
1766,721.9550,2864.118217,2.57883931e-05
1767,722.3669,2861.668774,2.11362521e-04
1768,722.7663,2862.562965,6.14083112e-05
1769,723.2070,2864.064113,3.41877073e-05
1770,723.6050,2861.710896,2.07046997e-04
1771,724.0019,2862.605449,6.13920772e-05
1772,724.4236,2863.143317,7.73885560e-05
1773,724.8143,2862.188020,1.44353564e-04
1774,725.2043,2862.586710,8.36303450e-05
1775,725.6486,2863.769070,4.84846207e-05
1776,725.9935,2861.758676,1.91672167e-04
1777,726.3776,2862.587234,6.43518055e-05
1778,726.7695,2862.955070,8.50141221e-05
1779,727.1717,2862.461343,1.23653215e-04
1780,727.5289,2862.674676,9.19431876e-05
1781,727.9652,2862.712370,9.98202024e-05
1782,728.3608,2862.630131,1.05198923e-04
1783,728.7169,2862.627010,1.01650666e-04
1784,729.1249,2863.474714,6.34931472e-05
1785,729.5176,2862.020969,1.66707776e-04
1786,729.9021,2862.580381,7.64223791e-05
1787,730.3317,2864.319901,2.34972711e-05
1788,730.7501,2861.768212,2.15948014e-04
1789,731.1552,2862.558740,6.60573624e-05
1790,731.5795,2863.014284,8.10806006e-05
1791,731.9741,2862.446115,1.26991752e-04
1792,732.4064,2863.071199,7.34771116e-05
1793,732.8145,2862.133336,1.43571685e-04
1794,733.1600,2862.666491,7.75999114e-05
1795,733.6135,2863.079526,8.29870374e-05
1796,734.0141,2862.172019,1.42210279e-04
1797,734.4153,2862.646968,8.02103394e-05
1798,734.8474,2863.238653,7.49750168e-05
1799,735.2445,2862.078299,1.53549886e-04
1800,735.7014,2863.304083,4.65371014e-05
1801,736.0985,2862.184776,1.51709049e-04
1802,736.4809,2862.566655,8.43843117e-05
1803,736.9031,2862.891673,8.69343737e-05
1804,737.2912,2862.452245,1.21218025e-04
1805,737.6873,2862.676603,9.14487417e-05
1806,738.0981,2863.333736,7.20398268e-05
1807,738.4830,2862.021854,1.60345558e-04
1808,738.8994,2862.688803,7.15995669e-05
1809,739.3538,2863.702467,5.60502018e-05
1810,739.7573,2861.831792,1.85406162e-04
1811,740.1803,2862.391353,7.64156833e-05
1812,740.5242,2862.733148,8.61819886e-05
1813,740.9463,2863.665652,5.96900395e-05
1814,741.3438,2861.924608,1.79592485e-04
1815,741.6970,2862.737875,6.50375335e-05
1816,742.1357,2863.253868,7.83696293e-05
1817,742.5279,2862.020240,1.56836042e-04
1818,742.9259,2862.715693,7.03212253e-05
1819,743.3009,2863.347614,7.31705459e-05
1820,743.6876,2862.143721,1.55502503e-04
1821,744.0738,2861.857840,1.14331796e-04
1822,744.4301,2862.582826,6.89967344e-05
1823,744.8199,2862.614187,1.00104244e-04
1824,745.2556,2863.703632,5.26515866e-05
1825,745.6534,2861.843925,1.84914262e-04
1826,745.9930,2862.628765,6.63124508e-05
1827,746.4330,2862.955499,8.68574020e-05
1828,746.8352,2862.413271,1.25828374e-04
1829,747.2446,2862.665053,9.02188469e-05
