# self-oscillation gain scan, 2026-07-10T14:34:53, f_star_MHz=2867.90000, R0_V=1.01510696e-04, D_V_per_MHz=1.03149662e-04, gamma_MHz_per_mT=28.024
gain,cycle,t_s,f_MHz,R_V
2.0,44,18.1566,2862.160646,9.99627562e-05
2.0,45,18.5497,2862.685972,7.44170964e-05
2.0,46,18.9343,2862.601149,1.05885418e-04
2.0,47,19.3259,2862.852145,8.85656332e-05
2.0,48,19.7145,2862.583974,1.15341532e-04
2.0,49,20.1350,2863.201120,6.96815232e-05
2.0,50,20.5326,2862.334821,1.46189896e-04
2.0,51,20.8882,2862.681722,8.36193355e-05
2.0,52,21.3176,2864.266580,1.97719350e-05
2.0,53,21.7252,2861.871927,2.25014530e-04
2.0,54,22.1161,2862.560533,6.59959386e-05
2.0,55,22.5353,2862.933381,8.22811149e-05
2.0,56,22.9310,2862.554633,1.21044554e-04
2.0,57,23.3672,2862.520909,1.03250041e-04
2.0,58,23.7767,2862.691288,9.27233872e-05
2.0,59,24.1683,2862.618639,1.05257561e-04
2.0,60,24.6173,2863.899668,3.54418365e-05
2.0,61,25.0329,2862.083318,1.95188635e-04
2.0,62,25.4337,2862.592208,7.52647859e-05
2.0,63,25.8661,2863.839672,3.71729495e-05
2.0,64,26.2631,2862.120824,1.90160008e-04
2.0,65,26.6399,2862.877892,6.24650518e-05
2.0,66,27.0347,2862.584644,1.16634887e-04
2.0,67,27.4795,2862.473499,1.07242976e-04
2.0,68,27.8735,2862.638745,9.29881690e-05
2.0,69,28.3333,2864.387702,1.13085438e-05
2.0,70,28.7489,2862.032125,2.22999208e-04
2.0,71,29.1462,2862.803307,6.17371068e-05
2.0,72,29.5313,2862.591989,1.12409368e-04
2.0,73,29.8689,2862.556426,1.03344850e-04
2.0,74,30.2963,2864.403798,6.23278640e-06
2.0,75,30.6839,2861.979766,2.26529752e-04
2.0,76,31.0976,2862.512394,7.40404943e-05
2.0,77,31.5335,2864.157971,1.66403618e-05
2.0,78,31.9429,2862.030311,2.11244367e-04
2.0,79,32.3952,2861.241975,1.42169008e-04
2.0,80,32.7810,2862.088092,5.78723741e-05
2.0,81,33.2004,2863.555939,2.58067287e-05
2.0,82,33.5628,2862.022750,1.80584638e-04
2.0,83,34.0106,2862.501834,7.68020431e-05
2.0,84,34.4011,2862.653533,9.36868072e-05
2.0,85,34.8495,2863.157242,7.55319885e-05
2.0,86,35.2627,2862.424960,1.39278023e-04
2.0,87,35.6631,2862.623103,9.12915254e-05
2.0,88,36.0938,2862.880966,8.82114719e-05
2.0,89,36.4832,2862.514662,1.20402745e-04
2.0,90,36.8469,2862.776459,8.80085602e-05
2.0,91,37.2731,2863.055369,8.71259686e-05
2.0,92,37.6664,2862.294898,1.40731848e-04
2.0,93,38.0671,2862.768177,7.71013936e-05
2.0,94,38.4951,2862.940304,9.26333069e-05
2.0,95,38.8931,2862.514805,1.23455716e-04
2.0,96,39.3299,2862.381535,1.08384061e-04
2.0,97,39.7427,2862.688507,8.56786663e-05
2.0,98,40.1957,2863.086371,8.09909597e-05
2.0,99,40.5956,2862.262279,1.44013103e-04
2.0,100,40.9877,2862.658237,8.10892199e-05
2.0,101,41.4164,2862.874329,9.03657998e-05
2.0,102,41.8298,2862.562065,1.17615656e-04
2.0,103,42.2172,2862.662080,9.63523927e-05
2.0,104,42.6443,2864.168219,2.38318394e-05
2.0,105,43.0351,2862.040341,2.11255677e-04
2.0,106,43.4322,2862.611448,7.20559236e-05
2.0,107,43.8265,2863.148291,7.38231211e-05
2.0,108,44.1783,2862.330363,1.43695177e-04
2.0,109,44.5808,2862.646953,8.51826316e-05
2.0,110,45.0006,2864.324149,1.50096141e-05
2.0,111,45.4140,2861.978367,2.22493995e-04
2.0,112,45.8502,2862.662336,6.62351232e-05
2.0,113,46.2641,2862.538185,1.07913726e-04
2.0,114,46.6940,2862.944983,8.05301625e-05
2.0,115,47.0937,2862.532146,1.22802731e-04
2.0,116,47.5458,2862.476584,1.04376296e-04
2.0,117,47.9455,2862.617717,9.42317397e-05
2.0,118,48.3335,2862.759413,9.42027695e-05
2.0,119,48.7298,2863.454232,6.56755477e-05
2.0,120,49.1315,2862.133089,1.69648397e-04
2.0,121,49.5260,2862.634146,7.56687621e-05
2.0,122,49.9224,2863.911121,3.56509263e-05
2.0,123,50.3172,2862.004669,1.99835645e-04
2.0,124,50.7606,2862.215962,9.06132936e-05
2.0,125,51.1504,2862.738426,7.45647145e-05
2.0,126,51.5645,2862.594787,1.08918814e-04
2.0,127,52.0139,2863.815086,3.85740097e-05
2.0,128,52.3997,2862.057210,1.92172837e-04
2.0,129,52.8153,2862.625404,7.22062084e-05
2.0,130,53.2603,2863.727006,4.46957379e-05
2.0,131,53.6500,2862.117580,1.84516595e-04
2.0,132,54.0633,2862.662568,7.34030301e-05
2.0,133,54.5090,2864.283820,1.78949029e-05
2.0,134,54.9005,2862.000983,2.19247622e-04
2.0,135,55.3127,2862.576746,7.18158213e-05
2.0,136,55.7507,2863.935738,3.14209141e-05
2.0,137,56.1134,2861.989432,2.01891103e-04
2.0,138,56.5495,2861.330900,1.35474342e-04
2.0,139,56.9126,2862.143042,5.96246169e-05
2.0,140,57.3133,2862.573427,7.93136602e-05
2.0,141,57.7499,2863.785213,3.90130482e-05
2.0,142,58.1122,2861.998547,1.93657681e-04
2.0,143,58.5637,2861.742637,1.14709227e-04
2.0,144,58.9601,2862.370658,6.91206049e-05
2.0,145,59.3798,2863.980808,1.84674787e-05
2.0,146,59.7760,2861.951108,2.06192150e-04
2.0,147,60.1653,2862.557168,7.02532469e-05
2.0,148,60.5444,2863.122715,7.23427167e-05
2.0,149,60.9425,2862.267013,1.45643388e-04
2.0,150,61.3332,2862.622632,8.31696608e-05
2.0,151,61.7798,2862.814246,9.16282382e-05
2.0,152,62.1778,2862.601419,1.12487218e-04
2.0,153,62.5251,2862.600055,1.01581045e-04
2.0,154,62.9291,2863.785100,4.03922082e-05
2.0,155,63.3302,2862.005467,1.93294973e-04
2.0,156,63.7280,2862.591733,7.12741087e-05
2.0,157,64.1622,2863.158129,7.22989514e-05
2.0,158,64.5490,2862.269661,1.47333255e-04
2.0,159,64.9830,2862.464567,9.14584530e-05
2.0,160,65.3935,2862.600683,9.44905562e-05
2.0,161,65.7827,2862.607592,1.01154355e-04
2.0,162,66.2271,2864.377499,1.02280657e-05
2.0,163,66.6278,2861.940157,2.27216183e-04
2.0,164,67.0495,2862.662812,6.42398560e-05
2.0,165,67.4631,2862.508041,1.09493013e-04
2.0,166,67.8580,2862.643816,9.45081360e-05
2.0,167,68.2591,2862.532137,1.07270508e-04
2.0,168,68.6488,2862.748866,9.03329208e-05
2.0,169,69.0657,2862.935110,9.19051947e-05
2.0,170,69.4778,2862.408611,1.28664773e-04
2.0,171,69.8647,2863.496669,4.53942876e-05
2.0,172,70.2479,2862.119944,1.72515087e-04
2.0,173,70.6633,2862.548772,7.93939376e-05
2.0,174,71.1069,2862.846216,8.61700847e-05
2.0,175,71.5140,2862.496020,1.19572001e-04
2.0,176,71.9103,2862.598667,9.62166783e-05
2.0,177,72.3658,2863.339216,6.33170036e-05
2.0,178,72.7799,2862.245945,1.57896004e-04
2.0,179,73.2154,2862.791308,7.33836439e-05
2.0,180,73.6326,2862.475872,1.17779303e-04
2.0,181,74.0434,2862.697986,9.00552043e-05
2.0,182,74.4773,2864.178637,2.51463610e-05
2.0,183,74.8762,2861.906851,2.18677635e-04
2.0,184,75.2747,2862.628586,6.42873358e-05
2.0,185,75.7064,2863.086728,7.78821100e-05
2.0,186,76.1118,2862.320202,1.41044159e-04
2.0,187,76.5138,2862.580424,8.80897747e-05
2.0,188,76.9438,2863.981432,2.92539730e-05
2.0,189,77.3486,2861.960400,2.05745080e-04
2.0,190,77.7952,2861.501271,1.25190177e-04
2.0,191,78.1918,2862.417012,5.42814965e-05
2.0,192,78.5980,2862.721363,8.58138737e-05
2.0,193,79.0245,2864.130894,2.88143724e-05
2.0,194,79.4245,2861.910768,2.16013327e-04
2.0,195,79.8285,2862.439352,7.42490425e-05
2.0,196,80.2474,2863.130611,6.58591477e-05
2.0,197,80.6603,2862.338525,1.42362407e-04
2.0,198,81.0489,2862.668302,8.45024848e-05
2.0,199,81.4807,2863.030014,8.28554720e-05
2.0,200,81.8459,2862.451347,1.31355341e-04
2.0,201,82.2429,2862.603160,9.36809424e-05
2.0,202,82.6827,2862.833141,8.96494696e-05
2.0,203,83.0970,2862.539182,1.16671605e-04
2.0,204,83.4950,2862.734763,9.14236385e-05
2.0,205,83.9313,2864.300670,2.07493144e-05
2.0,206,84.3431,2861.903269,2.25156220e-04
2.0,207,84.7756,2860.955055,1.50414696e-04
2.0,208,85.1659,2862.006721,4.72711682e-05
2.0,209,85.5320,2862.554940,7.32363855e-05
2.0,210,85.9762,2863.463269,5.46638089e-05
2.0,211,86.3738,2862.231123,1.65058388e-04
2.0,212,86.7637,2862.740820,7.52232017e-05
2.0,213,87.1929,2862.868435,9.49289810e-05
2.0,214,87.5409,2862.559757,1.17430664e-04
2.0,215,87.9974,2863.318068,6.24009499e-05
2.0,216,88.4085,2862.235940,1.57321290e-04
2.0,217,88.8309,2862.331042,9.66058238e-05
2.0,218,89.2304,2862.615151,8.68578015e-05
2.0,219,89.6448,2862.667155,9.88286270e-05
2.0,220,90.0936,2862.741174,9.76931599e-05
2.0,221,90.4936,2862.555469,1.11088398e-04
2.0,222,90.9245,2863.882505,3.30690339e-05
2.0,223,91.3246,2861.925355,2.02450372e-04
2.0,224,91.7274,2862.514025,7.11501652e-05
2.0,225,92.1619,2863.039300,7.44197132e-05
2.0,226,92.5635,2862.395601,1.34709337e-04
2.0,227,93.0152,2862.365288,1.03074096e-04
2.0,228,93.4299,2862.627554,8.79843790e-05
2.0,229,93.8740,2862.750873,9.51505551e-05
2.0,230,94.2242,2862.564467,1.11124523e-04
2.0,231,94.6140,2862.647825,9.72115495e-05
2.0,232,95.0395,2863.290173,6.83816812e-05
2.0,233,95.4300,2862.189780,1.58263267e-04
2.0,234,95.8303,2862.572822,8.17553957e-05
2.0,235,96.2736,2864.142358,2.05621522e-05
2.0,236,96.6836,2861.913315,2.16473208e-04
2.0,237,97.0936,2862.468818,7.28607326e-05
2.0,238,97.5462,2863.931186,2.60893055e-05
2.0,239,97.9452,2862.019903,2.00084760e-04
2.0,240,98.3819,2862.941768,5.39656892e-05
2.0,241,98.7827,2862.391548,1.29888188e-04
2.0,242,99.1437,2862.615720,8.99490864e-05
2.0,243,99.5780,2863.774617,4.17407527e-05
2.0,244,99.9782,2862.080863,1.88865763e-04
2.0,245,100.3735,2862.626031,7.33937617e-05
2.0,246,100.8108,2863.574579,5.25894731e-05
2.0,247,101.2088,2862.131001,1.75963015e-04
2.0,248,101.6062,2862.559052,7.94340194e-05
2.0,249,102.0442,2864.106617,2.16952876e-05
2.1,0,0.4035,2866.351169,1.77587551e-04
2.1,1,0.8541,2866.085811,1.14544799e-04
2.1,2,1.2424,2863.559545,2.25598058e-04
2.1,3,1.6551,2862.070700,1.74641095e-04
2.1,4,2.0913,2862.731132,6.90710275e-05
2.1,5,2.5052,2862.487333,1.13485830e-04
2.1,6,2.9040,2862.600683,9.59430768e-05
2.1,7,3.3346,2862.967912,8.34727841e-05
2.1,8,3.7252,2862.349221,1.31900134e-04
2.1,9,4.1742,2862.462695,9.59369611e-05
2.1,10,4.5694,2862.593162,9.51023155e-05
2.1,11,4.9917,2864.529243,6.41253443e-06
2.1,12,5.4061,2861.906775,2.30323419e-04
2.1,13,5.7553,2862.554631,6.96887160e-05
2.1,14,6.1912,2862.946623,8.22565134e-05
2.1,15,6.6068,2862.370646,1.29802009e-04
2.1,16,7.0371,2862.733350,8.36950843e-05
2.1,17,7.4339,2862.549401,1.10546095e-04
2.1,18,7.7836,2862.601790,9.89373911e-05
2.1,19,8.2229,2863.572357,5.38375332e-05
2.1,20,8.6221,2862.092286,1.74210132e-04
2.1,21,9.0201,2861.815400,1.15111016e-04
2.1,22,9.4198,2862.550184,6.54189580e-05
2.1,23,9.8377,2862.721869,9.30777146e-05
2.1,24,10.2226,2862.917284,9.19121140e-05
2.1,25,10.6105,2862.534108,1.20331865e-04
2.1,26,11.0366,2862.578802,9.93153866e-05
2.1,27,11.4371,2862.634332,9.87830961e-05
2.1,28,11.8357,2862.547146,1.05793174e-04
2.1,29,12.2730,2862.976823,8.04054396e-05
2.1,30,12.6222,2862.352992,1.32152585e-04
2.1,31,13.0609,2862.376257,1.00367943e-04
2.1,32,13.4724,2862.740830,8.36032956e-05
2.1,33,13.8705,2862.550035,1.10882347e-04
2.1,34,14.3026,2862.408814,1.08447295e-04
2.1,35,14.7007,2862.682176,8.80834731e-05
2.1,36,15.1051,2862.525414,1.09210651e-04
2.1,37,15.5336,2862.815664,8.72539742e-05
2.1,38,15.9250,2862.505169,1.16761858e-04
2.1,39,16.3413,2862.745195,8.97208770e-05
2.1,40,16.7692,2864.428483,1.88294551e-05
2.1,41,17.1897,2864.731173,8.66429174e-05
2.1,42,17.5556,2861.996670,2.35826403e-04
2.1,43,17.9719,2862.709743,6.64853760e-05
2.1,44,18.4021,2863.123245,8.11999174e-05
2.1,45,18.8225,2862.288563,1.42509365e-04
2.1,46,19.2243,2862.704913,8.10600256e-05
2.1,47,19.6676,2863.489281,6.29834424e-05
2.1,48,20.0671,2862.125784,1.68484148e-04
2.1,49,20.4668,2862.644340,7.60397778e-05
2.1,50,20.9054,2862.969179,8.55549775e-05
2.1,51,21.3036,2862.427103,1.28136846e-04
2.1,52,21.6905,2862.752470,8.55290523e-05
2.1,53,22.1222,2863.944172,4.29756364e-05
2.1,54,22.5364,2861.900697,2.01883887e-04
2.1,55,22.9758,2862.786950,5.79789462e-05
2.1,56,23.3878,2862.481914,1.16493741e-04
2.1,57,23.7835,2862.641844,9.36550866e-05
2.1,58,24.1874,2863.941867,3.76550373e-05
2.1,59,24.6032,2861.911674,2.01231501e-04
2.1,60,25.0067,2862.459709,7.45917992e-05
2.1,61,25.4353,2862.877882,8.09705442e-05
2.1,62,25.7838,2862.393642,1.25296029e-04
2.1,63,26.2073,2862.578687,9.24214843e-05
2.1,64,26.5716,2862.691221,9.59831506e-05
2.1,65,26.9884,2862.727844,9.97117986e-05
2.1,66,27.3839,2863.049232,8.57244891e-05
2.1,67,27.7737,2862.428883,1.31981529e-04
2.1,68,28.1729,2863.828538,3.27612098e-05
2.1,69,28.5885,2861.936762,1.94432618e-04
2.1,70,29.0250,2862.082470,9.43536722e-05
2.1,71,29.4374,2862.572375,7.74471345e-05
2.1,72,29.8357,2862.708923,9.48035884e-05
2.1,73,30.2676,2863.269298,7.39856882e-05
2.1,74,30.6692,2862.211563,1.53465467e-04
2.1,75,31.0166,2862.634622,8.07305432e-05
2.1,76,31.4391,2862.974367,8.48228049e-05
2.1,77,31.8545,2862.385475,1.30436390e-04
2.1,78,32.2918,2862.794235,8.14328615e-05
2.1,79,32.7029,2862.610590,1.10531109e-04
2.1,80,33.1188,2862.626670,1.00720892e-04
2.1,81,33.5524,2862.693325,9.82366531e-05
2.1,82,33.9491,2862.659585,1.03167969e-04
2.1,83,34.3403,2862.705481,9.92563749e-05
2.1,84,34.7559,2864.148316,3.06402032e-05
2.1,85,35.1466,2861.777581,2.17958558e-04
2.1,86,35.5390,2862.538003,6.41596587e-05
2.1,87,35.9823,2862.996729,7.89785701e-05
2.1,88,36.3883,2862.395388,1.31047912e-04
2.1,89,36.8220,2862.946394,7.44458577e-05
2.1,90,37.2205,2862.433743,1.26691535e-04
2.1,91,37.6188,2862.635542,9.15985851e-05
2.1,92,38.0401,2864.069390,3.10816712e-05
2.1,93,38.4533,2861.830556,2.11479712e-04
2.1,94,38.8515,2862.679705,5.98014521e-05
2.1,95,39.3025,2862.934547,8.89931203e-05
2.1,96,39.6990,2862.442404,1.25684240e-04
2.1,97,40.1024,2864.000587,2.49744879e-05
2.1,98,40.5188,2861.909423,2.04226331e-04
2.1,99,40.9056,2862.572341,6.89488950e-05
2.1,100,41.3490,2864.038205,2.95090990e-05
2.1,101,41.6916,2861.931371,2.04996044e-04
2.1,102,42.1406,2862.119005,9.22942958e-05
2.1,103,42.5506,2862.634059,7.62118551e-05
2.1,104,42.9490,2862.609562,1.02713944e-04
2.1,105,43.3870,2863.654882,5.01657424e-05
2.1,106,43.8023,2862.060351,1.79832273e-04
2.1,107,44.2220,2861.510907,1.28498767e-04
2.1,108,44.5787,2862.414723,5.71162516e-05
2.1,109,44.9649,2864.063058,2.05463302e-05
2.1,110,45.3165,2861.975281,2.04059976e-04
2.1,111,45.7166,2862.574775,7.20642230e-05
2.1,112,46.1359,2862.948373,8.31600035e-05
2.1,113,46.5213,2862.360677,1.30377625e-04
2.1,114,46.9684,2863.158801,6.23077453e-05
2.1,115,47.3725,2862.232803,1.46994682e-04
2.1,116,47.7869,2862.655675,8.07396929e-05
2.1,117,48.1608,2864.168538,2.72005712e-05
2.1,118,48.5654,2861.884038,2.13722784e-04
2.1,119,48.9688,2862.683678,6.22332897e-05
2.1,120,49.3990,2863.152476,7.84838326e-05
2.1,121,49.8055,2862.337549,1.41539033e-04
2.1,122,50.2300,2862.291340,1.03780417e-04
2.1,123,50.6222,2862.693785,8.17430349e-05
2.1,124,51.0707,2862.930487,8.98841544e-05
2.1,125,51.4865,2862.362420,1.29413527e-04
2.1,126,51.8862,2862.676786,8.60693590e-05
2.1,127,52.3065,2863.027831,8.42677575e-05
2.1,128,52.7056,2862.383196,1.33174452e-04
2.1,129,53.1054,2862.683289,8.67704618e-05
2.1,130,53.5334,2864.223382,2.58630618e-05
2.1,131,53.9224,2861.820789,2.19523389e-04
2.1,132,54.2778,2862.497416,6.82755337e-05
2.1,133,54.7050,2863.169068,6.85198855e-05
2.1,134,55.1202,2862.238593,1.47214599e-04
2.1,135,55.5243,2862.563775,8.55381413e-05
2.1,136,55.9678,2863.398207,6.05242984e-05
2.1,137,56.3127,2862.235010,1.58645627e-04
2.1,138,56.7166,2862.601721,8.34982982e-05
2.1,139,57.1594,2862.808148,9.13712125e-05
2.1,140,57.5180,2862.524946,1.15421258e-04
2.1,141,57.9029,2862.611001,9.72837816e-05
2.1,142,58.3502,2864.007145,3.29336259e-05
2.1,143,58.7407,2861.911541,2.04444448e-04
2.1,144,59.1353,2862.475616,7.38039815e-05
2.1,145,59.5838,2862.802236,8.54674900e-05
2.1,146,59.9808,2862.473780,1.17644052e-04
2.1,147,60.3758,2862.693362,9.07251019e-05
2.1,148,60.8105,2863.599493,5.70025527e-05
2.1,149,61.2141,2862.089116,1.75698696e-04
2.1,150,61.6204,2862.736167,6.97282856e-05
2.1,151,62.0654,2863.069975,8.51143996e-05
2.1,152,62.4839,2862.318497,1.38422491e-04
2.1,153,62.8828,2862.801167,7.78024852e-05
2.1,154,63.3042,2863.933948,4.58697590e-05
2.1,155,63.7032,2861.897594,2.01534126e-04
2.1,156,64.1003,2862.567704,6.85956426e-05
2.1,157,64.5329,2863.945333,3.38430989e-05
2.1,158,64.9346,2861.996942,1.97213471e-04
2.1,159,65.3659,2862.168834,9.30675354e-05
2.1,160,65.7555,2862.757637,7.25893662e-05
2.1,161,66.2014,2863.551604,6.25119461e-05
2.1,162,66.5993,2862.154788,1.70120716e-04
2.1,163,67.0227,2863.392366,4.07222359e-05
2.1,164,67.4228,2862.170673,1.61518930e-04
2.1,165,67.8373,2862.620058,7.94373782e-05
2.1,166,68.2663,2863.941220,3.66166955e-05
2.1,167,68.6645,2861.921424,2.00720842e-04
2.1,168,69.0120,2862.556796,7.03018976e-05
2.1,169,69.4649,2863.435090,5.83698704e-05
2.1,170,69.8548,2862.124266,1.65896927e-04
2.1,171,70.2679,2862.622547,7.70357035e-05
2.1,172,70.6886,2864.125675,2.76786853e-05
2.1,173,71.1026,2861.885757,2.11533019e-04
2.1,174,71.5200,2862.503995,7.11435127e-05
2.1,175,71.9622,2862.969307,7.86550918e-05
2.1,176,72.3554,2862.413738,1.28799608e-04
2.1,177,72.7690,2862.661214,8.93549681e-05
2.1,178,73.2062,2862.850952,9.21909832e-05
2.1,179,73.6181,2862.474352,1.20008848e-04
2.1,180,74.0046,2862.677320,9.15411649e-05
2.1,181,74.4190,2864.342170,1.97350823e-05
2.1,182,74.8177,2861.941666,2.19420815e-04
2.1,183,75.2066,2862.499989,7.40864676e-05
2.1,184,75.6315,2863.432596,5.57020852e-05
2.1,185,76.0211,2862.040506,1.69888621e-04
2.1,186,76.4218,2862.603796,7.38425192e-05
2.1,187,76.8666,2862.941656,8.49153704e-05
2.1,188,77.2538,2862.373496,1.29418057e-04
2.1,189,77.6547,2862.605634,9.01083545e-05
2.1,190,78.0816,2863.799343,4.28770450e-05
2.1,191,78.4818,2861.929275,1.93366365e-04
2.1,192,78.9053,2862.094865,9.33770796e-05
2.1,193,79.2598,2862.689028,7.23260823e-05
2.1,194,79.6891,2864.130512,3.07066269e-05
2.1,195,80.0874,2861.987268,2.06784442e-04
2.1,196,80.4975,2862.575129,7.26356140e-05
2.1,197,80.9333,2862.885572,8.62620853e-05
2.1,198,81.3215,2862.561952,1.17406519e-04
2.1,199,81.7233,2862.556489,1.01779074e-04
2.1,200,82.1660,2864.481277,6.96722414e-06
2.1,201,82.5605,2861.971316,2.24797208e-04
2.1,202,82.9581,2862.579128,7.16556228e-05
2.1,203,83.3863,2862.998466,8.09133122e-05
2.1,204,83.7877,2862.425072,1.29675164e-04
2.1,205,84.1846,2862.635564,9.11715339e-05
2.1,206,84.6138,2862.794362,9.37107495e-05
2.1,207,85.0053,2862.459965,1.17935877e-04
2.1,208,85.3995,2862.635977,9.28652078e-05
2.1,209,85.8194,2862.970322,8.50880134e-05
2.1,210,86.2040,2862.447000,1.27215675e-04
2.1,211,86.5890,2862.664968,9.08043762e-05
2.1,212,87.0330,2862.831704,9.33208135e-05
2.1,213,87.4346,2862.568030,1.14462062e-04
2.1,214,87.8214,2862.732988,9.34081274e-05
2.1,215,88.2106,2864.436144,1.78535997e-05
2.1,216,88.5680,2861.944674,2.23888906e-04
2.1,217,88.9867,2862.662178,6.62676949e-05
2.1,218,89.3631,2863.736342,4.87489547e-05
2.1,219,89.7546,2862.083149,1.82713709e-04
2.1,220,90.1637,2862.763374,6.80987932e-05
2.1,221,90.6001,2863.200282,8.00502435e-05
2.1,222,90.9960,2862.230814,1.49129896e-04
2.1,223,91.4371,2862.954997,6.59396595e-05
2.1,224,91.8300,2862.331505,1.32135903e-04
2.1,225,92.2220,2862.677776,8.45022637e-05
2.1,226,92.6679,2862.956236,8.78330485e-05
2.1,227,93.0716,2862.489836,1.24419749e-04
2.1,228,93.4793,2862.779004,8.73070629e-05
2.1,229,93.9333,2862.894738,9.58260055e-05
2.1,230,94.2777,2862.474591,1.22147825e-04
2.1,231,94.6845,2862.573438,9.66554395e-05
2.1,232,95.1148,2864.158552,2.36516674e-05
2.1,233,95.5186,2861.936732,2.10644020e-04
2.1,234,95.9170,2862.481232,7.47654624e-05
2.1,235,96.3669,2864.299722,1.21884934e-05
2.1,236,96.7652,2861.808504,2.23876536e-04
2.1,237,97.1163,2862.438393,7.05712706e-05
2.1,238,97.5516,2863.175069,6.53259696e-05
2.1,239,97.9543,2862.158400,1.51448336e-04
2.1,240,98.3655,2862.634767,7.81120891e-05
2.1,241,98.7988,2863.145382,7.64298642e-05
2.1,242,99.1876,2862.280523,1.43991611e-04
2.1,243,99.6308,2862.282219,1.01427372e-04
2.1,244,100.0301,2862.710512,8.04734237e-05
2.1,245,100.4843,2863.563522,5.96118056e-05
2.1,246,100.8821,2862.143001,1.71285091e-04
2.1,247,101.2814,2862.628478,7.76646372e-05
2.1,248,101.7341,2863.593021,5.41333895e-05
2.1,249,102.0794,2862.042535,1.77668849e-04
2.2,0,0.4399,2869.583750,2.25660312e-05
2.2,1,0.8286,2870.206042,7.23337686e-05
2.2,2,1.1889,2870.112619,1.05890948e-04
2.2,3,1.6247,2871.098178,5.53015761e-05
2.2,4,2.0120,2868.153944,2.39554663e-04
2.2,5,2.4085,2865.505345,2.25693502e-04
2.2,6,2.8094,2866.456198,5.69287851e-05
2.2,7,3.2212,2864.840597,1.77260092e-04
2.2,8,3.6597,2862.607337,2.06219828e-04
2.2,9,4.0552,2862.615233,1.01140438e-04
2.2,10,4.4448,2862.505976,1.06633347e-04
2.2,11,4.8891,2862.731743,9.09253345e-05
2.2,12,5.2866,2862.568051,1.09185594e-04
2.2,13,5.6765,2862.598352,1.00090030e-04
2.2,14,6.1038,2863.984245,3.65314142e-05
2.2,15,6.5117,2861.739003,2.06781585e-04
2.2,16,6.9100,2862.480960,6.67231404e-05
2.2,17,7.3584,2863.408995,5.79986468e-05
2.2,18,7.7551,2862.085519,1.63563484e-04
2.2,19,8.1436,2862.748359,7.04326366e-05
2.2,20,8.5850,2863.790055,5.26695299e-05
2.2,21,8.9745,2861.994575,1.85693914e-04
2.2,22,9.4084,2861.590650,1.20449242e-04
2.2,23,9.8054,2862.498659,5.89375886e-05
2.2,24,10.2427,2863.855203,3.79074938e-05
2.2,25,10.6422,2861.847634,1.95637999e-04
2.2,26,11.0567,2862.578825,6.72278983e-05
2.2,27,11.4931,2864.132851,2.86483090e-05
2.2,28,11.8391,2861.716630,2.14798136e-04
2.2,29,12.2885,2861.163547,1.27442664e-04
2.2,30,12.6892,2862.243252,5.08874369e-05
2.2,31,13.0895,2862.873899,7.19420355e-05
2.2,32,13.4664,2863.375234,7.80050113e-05
2.2,33,13.8689,2862.209535,1.56165912e-04
2.2,34,14.2605,2862.558431,8.51522602e-05
2.2,35,14.6925,2864.246568,2.23603569e-05
2.2,36,15.0875,2861.611522,2.25057991e-04
2.2,37,15.5402,2861.994538,8.35525406e-05
2.2,38,15.9386,2862.716412,6.76647797e-05
2.2,39,16.3725,2863.076244,8.46395089e-05
2.2,40,16.7762,2862.240279,1.40705936e-04
2.2,41,17.1895,2862.654298,8.20989064e-05
2.2,42,17.6109,2862.792105,9.50494718e-05
2.2,43,18.0255,2862.423090,1.18812401e-04
2.2,44,18.4563,2862.433396,1.01027473e-04
2.2,45,18.8079,2862.719595,8.80919183e-05
2.2,46,19.2255,2862.614130,1.06455574e-04
2.2,47,19.6736,2864.257124,2.44769101e-05
2.2,48,20.0706,2861.816371,2.15948375e-04
2.2,49,20.4611,2862.468549,7.09325353e-05
2.2,50,20.8882,2864.079455,2.59814292e-05
2.2,51,21.2760,2861.681254,2.13953224e-04
2.2,52,21.6712,2862.498133,6.32103210e-05
2.2,53,22.0932,2863.538612,5.27266214e-05
2.2,54,22.5050,2861.992642,1.73995337e-04
2.2,55,22.8942,2862.590058,7.35001548e-05
2.2,56,23.3416,2863.160462,7.47665771e-05
2.2,57,23.7388,2862.183557,1.47314081e-04
2.2,58,24.1268,2862.688537,7.78341262e-05
2.2,59,24.5914,2863.005481,8.66503833e-05
2.2,60,24.9766,2862.259752,1.36475077e-04
2.2,61,25.3905,2862.792455,7.65342657e-05
2.2,62,25.8266,2864.315078,3.01206985e-05
2.2,63,26.2271,2861.830444,2.18005766e-04
2.2,64,26.6582,2860.980516,1.41360612e-04
2.2,65,27.0535,2862.201922,4.42435933e-05
2.2,66,27.4392,2862.588930,8.33653586e-05
2.2,67,27.8719,2863.948878,3.77478593e-05
2.2,68,28.2674,2861.850334,1.99903480e-04
2.2,69,28.6576,2862.811246,5.64571962e-05
2.2,70,29.0434,2862.427470,1.19504477e-04
2.2,71,29.4559,2862.727652,8.74363002e-05
2.2,72,29.8883,2864.282186,2.86244692e-05
2.2,73,30.2787,2861.691651,2.22971078e-04
2.2,74,30.6194,2862.460411,6.54664739e-05
2.2,75,31.0432,2863.958283,3.12811234e-05
2.2,76,31.4554,2861.871979,1.99329609e-04
2.2,77,31.8551,2862.529465,7.06836752e-05
