# self-oscillation gain scan, 2026-07-10T14:34:53, f_star_MHz=2867.90000, R0_V=1.01510696e-04, D_V_per_MHz=1.03149662e-04, gamma_MHz_per_mT=28.024
gain,cycle,t_s,f_MHz,R_V
2.7,112,46.1667,2861.173750,2.37435147e-04
2.7,113,46.6216,2861.396551,9.29989121e-05
2.7,114,46.9664,2862.518958,5.86307220e-05
2.7,115,47.3906,2863.926031,4.77554914e-05
2.7,116,47.7876,2861.427792,1.96952351e-04
2.7,117,48.2342,2861.080764,1.14768434e-04
2.7,118,48.6227,2862.393489,5.13598763e-05
2.7,119,49.0343,2862.819349,8.52413199e-05
2.7,120,49.4695,2864.374484,4.20989876e-05
2.7,121,49.8560,2861.096244,2.26751207e-04
2.7,122,50.3017,2861.174522,9.85201647e-05
2.7,123,50.7001,2862.502602,5.07733187e-05
2.7,124,51.1228,2864.548922,2.33339215e-05
2.7,125,51.5204,2861.206454,2.29204958e-04
2.7,126,51.9202,2862.461277,5.35719709e-05
2.7,127,52.3504,2863.330428,6.83059923e-05
2.7,128,52.7378,2861.927321,1.55114427e-04
2.7,129,53.1711,2863.310257,4.86775830e-05
2.7,130,53.5846,2861.760873,1.60702722e-04
2.7,131,53.9727,2862.795880,6.19697121e-05
2.7,132,54.4199,2864.390567,4.05879345e-05
2.7,133,54.8148,2861.096247,2.27365519e-04
2.7,134,55.2039,2862.344578,5.38199710e-05
2.7,135,55.6316,2863.943794,4.04149260e-05
2.7,136,56.0225,2861.449342,1.96807679e-04
2.7,137,56.3753,2862.649303,5.56679124e-05
2.7,138,56.7665,2863.096239,8.44361275e-05
2.7,139,57.1511,2862.137652,1.38132162e-04
2.7,140,57.5389,2862.792342,7.64991734e-05
2.7,141,57.9819,2862.960382,9.50909745e-05
2.7,142,58.3721,2862.177661,1.31413435e-04
2.7,143,58.7885,2862.844431,7.60377098e-05
2.7,144,59.2314,2864.801592,2.67401437e-05
2.7,145,59.6218,2861.347673,2.33462769e-04
2.7,146,60.0323,2862.648060,5.18312607e-05
2.7,147,60.4541,2864.246718,4.04362374e-05
2.7,148,60.8720,2861.168356,2.19115136e-04
2.7,149,61.2699,2862.382552,5.51240559e-05
2.7,150,61.6999,2863.243521,6.86186123e-05
2.7,151,62.0876,2861.771622,1.57742512e-04
2.7,152,62.4717,2862.724830,6.50947355e-05
2.7,153,62.8874,2863.953247,5.45807629e-05
2.7,154,63.2989,2861.215815,2.06090374e-04
2.7,155,63.6871,2862.518124,5.17578495e-05
2.7,156,64.1303,2863.882282,4.93949810e-05
2.7,157,64.5204,2861.324777,1.99216544e-04
2.7,158,64.9214,2862.428325,5.93512149e-05
2.7,159,65.3544,2864.583125,1.91895964e-05
2.7,160,65.7496,2861.209383,2.30399738e-04
2.7,161,66.1365,2862.462732,5.36282644e-05
2.7,162,66.5666,2864.283603,3.19469242e-05
2.7,163,66.9702,2861.176172,2.20225661e-04
2.7,164,67.3849,2862.535344,4.95854679e-05
2.7,165,67.8306,2863.794418,5.34095662e-05
2.7,166,68.2178,2861.483542,1.89794444e-04
2.7,167,68.6352,2862.599699,5.88694916e-05
2.7,168,69.0814,2863.749401,5.75879780e-05
2.7,169,69.4710,2861.491192,1.87782361e-04
2.7,170,69.8494,2860.996709,1.20401685e-04
2.7,171,70.2522,2862.488615,4.45145740e-05
2.7,172,70.6486,2862.940424,8.42499695e-05
2.7,173,71.0664,2864.110994,5.67907204e-05
2.7,174,71.4607,2861.204015,2.12567713e-04
2.7,175,71.8640,2862.495012,5.21899858e-05
2.7,176,72.3020,2863.985194,4.45803967e-05
2.7,177,72.6978,2861.405529,2.00063149e-04
2.7,178,73.0821,2862.580910,5.66069420e-05
2.7,179,73.4645,2863.451429,6.82537488e-05
2.7,180,73.8102,2861.673249,1.69443524e-04
2.7,181,74.2483,2863.015208,5.02430612e-05
2.7,182,74.6561,2862.169688,1.33812581e-04
2.7,183,75.0484,2862.685146,8.18183523e-05
2.7,184,75.4716,2864.874159,1.78825660e-05
2.7,185,75.8844,2861.088182,2.46148560e-04
2.7,186,76.2706,2862.414984,5.08221115e-05
2.7,187,76.7157,2863.491621,6.03793092e-05
2.7,188,77.1354,2861.700804,1.69926311e-04
2.7,189,77.5309,2862.615707,6.65581359e-05
2.7,190,77.9657,2863.049239,8.49482086e-05
2.7,191,78.3543,2862.135970,1.36400850e-04
2.7,192,78.7801,2862.439944,8.98978168e-05
2.7,193,79.1847,2862.787888,8.82179745e-05
2.7,194,79.5810,2862.305821,1.19927399e-04
2.7,195,80.0176,2862.629119,8.91595539e-05
2.7,196,80.4031,2862.542885,1.04805149e-04
2.7,197,80.8312,2863.819240,5.27493324e-05
2.7,198,81.2190,2861.433145,1.92668067e-04
2.7,199,81.6642,2862.310578,6.79896328e-05
2.7,200,82.0516,2862.854637,8.07257069e-05
2.7,201,82.4824,2863.295368,8.46731811e-05
2.7,202,82.8801,2861.928731,1.53721115e-04
2.7,203,83.2840,2862.730733,7.08713459e-05
2.7,204,83.7047,2863.131777,8.61893813e-05
2.7,205,84.1170,2862.225746,1.36124318e-04
2.7,206,84.5675,2862.146166,1.04550949e-04
2.7,207,84.9650,2862.673956,8.13472409e-05
2.7,208,85.3881,2864.510494,3.13483577e-05
2.7,209,85.8000,2861.026915,2.34595867e-04
2.7,210,86.2204,2860.102032,1.36844547e-04
2.7,211,86.6120,2861.844259,3.49514022e-05
2.7,212,87.0515,2863.393414,4.23274089e-05
2.7,213,87.3933,2861.591472,1.70351354e-04
2.7,214,87.8165,2862.982270,4.83772176e-05
2.7,215,88.2156,2862.225181,1.30434213e-04
2.7,216,88.6033,2863.657361,4.67962916e-05
2.7,217,88.9855,2861.735693,1.74925292e-04
2.7,218,89.3846,2862.680396,6.54196623e-05
2.7,219,89.8203,2864.688613,2.47896359e-05
2.7,220,90.2342,2861.154811,2.36514568e-04
2.7,221,90.6303,2862.396073,5.40900534e-05
2.7,222,91.0709,2863.268500,6.81808523e-05
2.7,223,91.4694,2861.954833,1.51697458e-04
2.7,224,91.8817,2862.748294,7.11976603e-05
2.7,225,92.3178,2863.519418,7.20510112e-05
2.7,226,92.7044,2861.787882,1.67661559e-04
2.7,227,93.1169,2862.824614,6.19038108e-05
2.7,228,93.5464,2864.422652,4.04599370e-05
2.7,229,93.9464,2861.148362,2.26600274e-04
2.7,230,94.3839,2861.181919,1.00228728e-04
2.7,231,94.7800,2862.555145,4.90485236e-05
2.7,232,95.1692,2862.622490,9.89378925e-05
2.7,233,95.6025,2864.982040,1.13674391e-05
2.7,234,95.9660,2861.126682,2.48799164e-04
2.7,235,96.3827,2862.209585,6.01399091e-05
2.7,236,96.8028,2864.006294,3.28700032e-05
2.7,237,97.2001,2861.389509,2.01481234e-04
2.7,238,97.5991,2862.508521,5.87604528e-05
2.7,239,98.0327,2863.707098,5.57207660e-05
2.7,240,98.4296,2861.472348,1.86886136e-04
2.7,241,98.8297,2862.672893,5.56455759e-05
2.7,242,99.2087,2863.911480,5.41922299e-05
2.7,243,99.6150,2861.395702,1.97622422e-04
2.7,244,100.0007,2862.658501,5.32672505e-05
2.7,245,100.4147,2864.543210,2.95080800e-05
2.7,246,100.8175,2861.210434,2.28834669e-04
2.7,247,101.2707,2860.067857,1.45161210e-04
2.7,248,101.6832,2861.720251,3.83833228e-05
2.7,249,102.0786,2862.762402,6.16968128e-05
3.0,0,0.4123,2867.277660,1.22908741e-04
3.0,1,0.8111,2869.885232,1.18539779e-05
3.0,2,1.2603,2872.597767,8.24500850e-06
3.0,3,1.6561,2873.785413,6.06755918e-05
3.0,4,2.0005,2869.111915,2.62200607e-04
3.0,5,2.4445,2865.495416,2.25857586e-04
3.0,6,2.8591,2860.753955,2.64537392e-04
3.0,7,3.2537,2862.410680,4.45471534e-05
3.0,8,3.6746,2863.486482,6.45211536e-05
3.0,9,4.0585,2861.515797,1.69269219e-04
3.0,10,4.4608,2862.824419,5.65160341e-05
3.0,11,4.8947,2863.803268,6.78547283e-05
3.0,12,5.3060,2861.241913,1.89578321e-04
3.0,13,5.7401,2861.527461,9.16926437e-05
3.0,14,6.1385,2862.836925,5.64870964e-05
3.0,15,6.5795,2863.704982,7.16640940e-05
3.0,16,6.9824,2861.273473,1.85113809e-04
3.0,17,7.3345,2862.740780,5.10599643e-05
3.0,18,7.7761,2864.775427,3.15529728e-05
3.0,19,8.1721,2860.915849,2.34215427e-04
3.0,20,8.5159,2862.414529,4.99812555e-05
3.0,21,8.9446,2864.290515,3.70082458e-05
3.0,22,9.3397,2860.818689,2.20883270e-04
3.0,23,9.7350,2862.425891,4.62499147e-05
3.0,24,10.1713,2863.675022,5.85615288e-05
3.0,25,10.5621,2861.365099,1.80933282e-04
3.0,26,10.9568,2862.092863,7.64878295e-05
3.0,27,11.3469,2863.102067,6.68110115e-05
3.0,28,11.7443,2861.829913,1.45251453e-04
3.0,29,12.1765,2862.329093,8.43472809e-05
3.0,30,12.5934,2862.841682,8.38862346e-05
3.0,31,12.9903,2862.210510,1.23212431e-04
3.0,32,13.3664,2863.319360,6.33848638e-05
3.0,33,13.7193,2861.531972,1.62966834e-04
3.0,34,14.1451,2862.936876,5.32055885e-05
3.0,35,14.5046,2862.380335,1.20646372e-04
3.0,36,14.9088,2862.799884,8.70852486e-05
3.0,37,15.3380,2863.510016,7.70940603e-05
3.0,38,15.7285,2861.644418,1.65655959e-04
3.0,39,16.1428,2862.769086,6.28409816e-05
3.0,40,16.5896,2863.612218,7.25211091e-05
3.0,41,16.9885,2861.368512,1.78656545e-04
3.0,42,17.3880,2862.931087,4.77843360e-05
3.0,43,17.8086,2864.221513,5.71416866e-05
3.0,44,18.2063,2860.787260,2.19591395e-04
3.0,45,18.6041,2862.378796,4.67885354e-05
3.0,46,19.0421,2863.796465,5.27666642e-05
3.0,47,19.4406,2860.904301,2.00952638e-04
3.0,48,19.8375,2862.177614,5.77300912e-05
3.0,49,20.2777,2863.623369,5.18009692e-05
3.0,50,20.6755,2861.370294,1.78978680e-04
3.0,51,21.0627,2862.767874,5.34573992e-05
3.0,52,21.5070,2863.242613,8.51876306e-05
3.0,53,21.8930,2861.611631,1.57589102e-04
3.0,54,22.3281,2863.274778,4.43263537e-05
3.0,55,22.7193,2861.677894,1.56416713e-04
3.0,56,23.1080,2862.685567,6.68636433e-05
3.0,57,23.5372,2863.422289,7.61798288e-05
3.0,58,23.9250,2861.706594,1.60501799e-04
3.0,59,24.3207,2862.770085,6.49444619e-05
3.0,60,24.7757,2863.255273,8.48283591e-05
3.0,61,25.1773,2861.669812,1.56023961e-04
3.0,62,25.5407,2862.587776,6.99481335e-05
3.0,63,25.9879,2865.079867,1.58245800e-05
3.0,64,26.3913,2860.560842,2.56889344e-04
3.0,65,26.8429,2860.013028,1.20346283e-04
3.0,66,27.2421,2861.805761,3.98707739e-05
3.0,67,27.6397,2863.770130,3.39693554e-05
3.0,68,28.0000,2861.246816,1.88270383e-04
3.0,69,28.4402,2861.456863,9.42885955e-05
3.0,70,28.8380,2862.838644,5.40006047e-05
3.0,71,29.2926,2863.454017,8.03521918e-05
3.0,72,29.6901,2861.662511,1.63108442e-04
3.0,73,30.1271,2862.083463,8.70370283e-05
3.0,74,30.5277,2862.767609,7.79875328e-05
3.0,75,30.9248,2862.450924,1.12399358e-04
3.0,76,31.3023,2863.180499,7.64255536e-05
3.0,77,31.6568,2861.873260,1.46457780e-04
3.0,78,32.0070,2862.947220,6.45844930e-05
3.0,79,32.4367,2864.615124,4.41627956e-05
3.0,80,32.8416,2860.672172,2.37082077e-04
3.0,81,33.2268,2862.273866,4.64393015e-05
3.0,82,33.6580,2863.673635,5.33821055e-05
3.0,83,34.0014,2861.493549,1.76469106e-04
3.0,84,34.4039,2862.729080,5.90291295e-05
3.0,85,34.8244,2863.908031,6.09745618e-05
3.0,86,35.2180,2861.085301,1.98565251e-04
3.0,87,35.6605,2860.813188,1.10866811e-04
3.0,88,36.0567,2862.423193,4.61535535e-05
3.0,89,36.4337,2863.390756,6.82427709e-05
3.0,90,36.8385,2861.482945,1.67107377e-04
3.0,91,37.2774,2862.208569,7.65614104e-05
3.0,92,37.6767,2862.812394,8.07492389e-05
3.0,93,38.0354,2862.284906,1.19647432e-04
3.0,94,38.4159,2864.838397,1.37134496e-05
3.0,95,38.7669,2860.618881,2.46591252e-04
3.0,96,39.1748,2862.272646,4.46489357e-05
3.0,97,39.5932,2864.712476,1.76214866e-05
3.0,98,40.0047,2860.812851,2.35592369e-04
3.0,99,40.3803,2860.035020,1.28255019e-04
3.0,100,40.7881,2861.927504,3.64410100e-05
3.0,101,41.1766,2862.667818,7.60562888e-05
3.0,102,41.6246,2864.884578,2.52913692e-05
3.0,103,42.0218,2860.608560,2.48533948e-04
3.0,104,42.4451,2860.695354,9.85264353e-05
3.0,105,42.8405,2862.425988,4.20059523e-05
3.0,106,43.2908,2863.829284,5.32608415e-05
3.0,107,43.6581,2860.988349,1.99191194e-04
3.0,108,44.0364,2861.561549,8.18022182e-05
3.0,109,44.4265,2862.800329,5.89174737e-05
3.0,110,44.8099,2862.373400,1.16189877e-04
3.0,111,45.2571,2862.964193,8.11973304e-05
3.0,112,45.6176,2862.216379,1.27222959e-04
3.0,113,46.0556,2862.223746,1.01257404e-04
3.0,114,46.4405,2863.001960,7.47531721e-05
3.0,115,46.8406,2862.079692,1.33221250e-04
3.0,116,47.2861,2863.738102,4.44892197e-05
3.0,117,47.6909,2861.146270,1.90626237e-04
3.0,118,48.0757,2862.588633,5.19176097e-05
3.0,119,48.5046,2863.458123,7.16148165e-05
3.0,120,48.9028,2861.640476,1.64007249e-04
3.0,121,49.2926,2862.794094,6.18456130e-05
3.0,122,49.7388,2863.354032,8.22582167e-05
3.0,123,50.1265,2861.543350,1.63767749e-04
3.0,124,50.5743,2861.852835,9.08696185e-05
3.0,125,50.9197,2862.767004,7.00786290e-05
3.0,126,51.3092,2862.473762,1.11593300e-04
3.0,127,51.7422,2865.212341,7.34952181e-06
3.0,128,52.1568,2860.394957,2.67147876e-04
3.0,129,52.5768,2859.551278,1.30519090e-04
3.0,130,52.9726,2861.621556,3.03278895e-05
3.0,131,53.3734,2862.845870,5.94148193e-05
3.0,132,53.8040,2863.077289,9.35537848e-05
3.0,133,54.1472,2862.078357,1.35857184e-04
3.0,134,54.5426,2862.864596,7.44772705e-05
3.0,135,54.9877,2864.819412,3.42978209e-05
3.0,136,55.3899,2860.625891,2.45697448e-04
3.0,137,55.7756,2862.314040,4.34666983e-05
3.0,138,56.2029,2863.869125,4.80418700e-05
3.0,139,56.6030,2860.983791,2.00717764e-04
3.0,140,56.9902,2862.453368,5.09819144e-05
3.0,141,57.4383,2864.613834,2.72269162e-05
3.0,142,57.8290,2860.939063,2.27861173e-04
3.0,143,58.2366,2862.567266,4.55278000e-05
3.0,144,58.6902,2863.452152,7.10854981e-05
3.0,145,59.0352,2861.516978,1.68048178e-04
3.0,146,59.4265,2862.737341,5.95507185e-05
3.0,147,59.8748,2863.719763,6.77318563e-05
3.0,148,60.2597,2861.131750,1.90494905e-04
3.0,149,60.7012,2860.579957,1.20483107e-04
3.0,150,61.0906,2862.387940,3.93464303e-05
3.0,151,61.4907,2862.701152,9.07414617e-05
3.0,152,61.9364,2864.945134,2.43553750e-05
3.0,153,62.3384,2860.766366,2.45190174e-04
3.0,154,62.7362,2862.410443,4.49820382e-05
3.0,155,63.1893,2864.576765,2.70255716e-05
3.0,156,63.5861,2860.750234,2.33079166e-04
3.0,157,64.0085,2860.348707,1.15316492e-04
3.0,158,64.4060,2862.092074,4.15681288e-05
3.0,159,64.8019,2862.994289,7.04896270e-05
3.0,160,65.2385,2864.733902,4.16972103e-05
3.0,161,65.6380,2860.903629,2.33207816e-04
3.0,162,66.0778,2859.742797,1.41423823e-04
3.0,163,66.4828,2861.746249,3.26255673e-05
3.0,164,66.8888,2862.835485,6.40592400e-05
3.0,165,67.3176,2864.098697,5.80774150e-05
3.0,166,67.7085,2860.808633,2.14633694e-04
3.0,167,68.1031,2862.371506,4.77740903e-05
3.0,168,68.5558,2863.531938,6.16113137e-05
3.0,169,68.9524,2861.446426,1.73217297e-04
3.0,170,69.2993,2862.765532,5.61555842e-05
3.0,171,69.7353,2864.546566,4.02730011e-05
3.0,172,70.1253,2860.629447,2.36193889e-04
3.0,173,70.5401,2862.263735,4.53186135e-05
3.0,174,70.9647,2863.537108,5.77280166e-05
3.0,175,71.3680,2861.483603,1.72116824e-04
3.0,176,71.7687,2862.780360,5.69240115e-05
3.0,177,72.2217,2864.196530,5.28181921e-05
3.0,178,72.6253,2860.734775,2.20536997e-04
3.0,179,73.0092,2862.502038,4.07464971e-05
3.0,180,73.4571,2863.594159,6.39600488e-05
3.0,181,73.8717,2861.465749,1.74692298e-04
3.0,182,74.2664,2862.756184,5.71413860e-05
3.0,183,74.7066,2864.092513,5.55634021e-05
3.0,184,75.0567,2860.830965,2.13653194e-04
3.0,185,75.4547,2862.503651,4.39983964e-05
3.0,186,75.8843,2864.198041,4.32520948e-05
3.0,187,76.2737,2860.662409,2.23077107e-04
3.0,188,76.6737,2862.502435,3.82446879e-05
3.0,189,77.1043,2864.447656,3.46277223e-05
3.0,190,77.4909,2860.722240,2.29602484e-04
3.0,191,77.9034,2862.412816,4.33832646e-05
3.0,192,78.3383,2864.587014,2.67547714e-05
3.0,193,78.7390,2860.809355,2.31398777e-04
3.0,194,79.1015,2862.515359,4.28527951e-05
3.0,195,79.5342,2864.594164,3.00346848e-05
3.0,196,79.9260,2860.696750,2.35516336e-04
3.0,197,80.3417,2862.490722,3.98281348e-05
3.0,198,80.7344,2864.156079,4.42503614e-05
3.0,199,81.1333,2860.643988,2.22267698e-04
3.0,200,81.5403,2862.325303,4.37016963e-05
3.0,201,81.9751,2864.267371,3.47361170e-05
3.0,202,82.3246,2860.908537,2.16998251e-04
3.0,203,82.7234,2862.528277,4.58188146e-05
3.0,204,83.1533,2863.963562,5.21609622e-05
3.0,205,83.5538,2860.889207,2.07216924e-04
3.0,206,83.9414,2862.432384,4.84513093e-05
3.0,207,84.3785,2863.751254,5.61636845e-05
3.0,208,84.7878,2861.205856,1.89029666e-04
3.0,209,85.2002,2862.675147,5.09917443e-05
3.0,210,85.6257,2864.300463,4.56271023e-05
3.0,211,86.0401,2860.804314,2.21719549e-04
3.0,212,86.4368,2862.451855,4.48629437e-05
3.0,213,86.8756,2863.631775,6.09412351e-05
3.0,214,87.2873,2861.466486,1.75960313e-04
3.0,215,87.6727,2862.748455,5.74324836e-05
3.0,216,88.1078,2864.387640,4.51502442e-05
3.0,217,88.5241,2860.633099,2.30603876e-04
3.0,218,88.9125,2860.860271,9.36998038e-05
3.0,219,89.3023,2862.307938,5.17352541e-05
3.0,220,89.6903,2862.866337,8.23111274e-05
3.0,221,90.1345,2864.805336,3.48416770e-05
3.0,222,90.5334,2860.647153,2.44482412e-04
3.0,223,90.9221,2862.263782,4.59257744e-05
3.0,224,91.3528,2863.633220,5.44250253e-05
3.0,225,91.7530,2861.339011,1.80392970e-04
3.0,226,92.1410,2862.618663,5.75121418e-05
3.0,227,92.5874,2864.722704,2.91669850e-05
3.0,228,92.9876,2860.715975,2.39274956e-04
3.0,229,93.4080,2859.356574,1.48251283e-04
3.0,230,93.8197,2861.362071,3.25552606e-05
3.0,231,94.2081,2862.646087,5.73620924e-05
3.0,232,94.6590,2863.499933,7.21527107e-05
3.0,233,95.0709,2861.373880,1.74611249e-04
3.0,234,95.4590,2862.780131,5.31592379e-05
3.0,235,95.8465,2864.305939,4.90485002e-05
3.0,236,96.2530,2860.736829,2.24228207e-04
3.0,237,96.5976,2862.311931,4.73536300e-05
3.0,238,96.9821,2863.636414,5.59706760e-05
3.0,239,97.3749,2861.165936,1.86453695e-04
3.0,240,97.7880,2862.833857,4.41621921e-05
3.0,241,98.2334,2863.770105,6.93194946e-05
3.0,242,98.6399,2860.958491,1.98183025e-04
3.0,243,99.0849,2860.614884,1.13325015e-04
3.0,244,99.4819,2862.217427,4.64101066e-05
3.0,245,99.9021,2863.300444,6.42730888e-05
3.0,246,100.3011,2861.459954,1.64792678e-04
3.0,247,100.6993,2862.825133,5.45714276e-05
3.0,248,101.1370,2864.012476,6.06860330e-05
3.0,249,101.5400,2861.041167,2.03673880e-04
3.4,0,0.4008,2865.174737,1.84190102e-04
3.4,1,0.8269,2861.259693,2.20285829e-04
3.4,2,1.2347,2863.008532,4.84541905e-05
3.4,3,1.6327,2861.873926,1.35932525e-04
3.4,4,2.0693,2864.437301,2.37426688e-05
3.4,5,2.4685,2860.388356,2.24348135e-04
3.4,6,2.8543,2862.548105,3.59879413e-05
3.4,7,3.3015,2864.212187,5.10255539e-05
3.4,8,3.7003,2860.382019,2.17710858e-04
3.4,9,4.1166,2859.936863,1.15015896e-04
3.4,10,4.5149,2862.122698,3.51965249e-05
3.4,11,4.8679,2862.874941,7.86890347e-05
3.4,12,5.3056,2863.483418,8.30506487e-05
3.4,13,5.7035,2861.195716,1.70915317e-04
3.4,14,6.1367,2861.235241,1.00311569e-04
3.4,15,6.5453,2862.846696,5.26221589e-05
3.4,16,6.9349,2862.315212,1.17634921e-04
3.4,17,7.3780,2865.328861,1.00822162e-05
3.4,18,7.7681,2859.804854,2.69098783e-04
3.4,19,8.1517,2862.123094,3.11795960e-05
3.4,20,8.5709,2863.640700,5.54693631e-05
3.4,21,8.9691,2861.002284,1.81555320e-04
3.4,22,9.3153,2862.569234,5.39723496e-05
3.4,23,9.7507,2864.117312,5.45449131e-05
3.4,24,10.1488,2860.297435,2.17398628e-04
3.4,25,10.5493,2862.262120,4.19058067e-05
3.4,26,10.9412,2864.696437,2.76580609e-05
3.4,27,11.3505,2860.086158,2.41377962e-04
3.4,28,11.7489,2862.352566,3.27521090e-05
3.4,29,12.1859,2864.540340,3.51377233e-05
3.4,30,12.5802,2860.114823,2.35772622e-04
3.4,31,13.0216,2859.516084,1.19675318e-04
3.4,32,13.4341,2861.868675,3.01374847e-05
3.4,33,13.8852,2863.863523,4.09907069e-05
3.4,34,14.2306,2860.719789,1.96885744e-04
3.4,35,14.6216,2862.544307,4.61582127e-05
3.4,36,15.0662,2864.019363,5.67602522e-05
3.4,37,15.4636,2860.461794,2.09440710e-04
3.4,38,15.8717,2862.431723,4.17467086e-05
3.4,39,16.3164,2864.462296,3.99068945e-05
3.4,40,16.7036,2860.271786,2.28642973e-04
3.4,41,17.1170,2862.373001,3.77637360e-05
3.4,42,17.4951,2864.561888,3.51039579e-05
3.4,43,17.8855,2860.319479,2.30217472e-04
3.4,44,18.2802,2862.641822,3.10551428e-05
3.4,45,18.7177,2863.837796,6.52270760e-05
3.4,46,19.1166,2860.674744,1.97471777e-04
3.4,47,19.5143,2862.523416,4.54254342e-05
3.4,48,19.8928,2863.881489,6.03092917e-05
3.4,49,20.2501,2860.609163,2.00786986e-04
3.4,50,20.6510,2862.443295,4.58665406e-05
3.4,51,21.0802,2864.576941,3.67798403e-05
3.4,52,21.4355,2860.328765,2.30392437e-04
3.4,53,21.8173,2862.351629,4.01407790e-05
3.4,54,22.2378,2863.516853,6.61599863e-05
3.4,55,22.6366,2861.105098,1.74678853e-04
3.4,56,23.0780,2861.655856,8.48017032e-05
3.4,57,23.4825,2862.938434,6.25996836e-05
3.4,58,23.8457,2861.901557,1.32967616e-04
3.4,59,24.2857,2864.022949,3.71516091e-05
3.4,60,24.6845,2860.435107,2.10359125e-04
3.4,61,25.0815,2862.597980,3.58931729e-05
3.4,62,25.5042,2863.688449,6.84278863e-05
3.4,63,25.8686,2860.803998,1.89019567e-04
3.4,64,26.2041,2862.646701,4.56065120e-05
3.4,65,26.6460,2864.302005,5.12918826e-05
3.4,66,27.0385,2860.298946,2.22956038e-04
3.4,67,27.4512,2862.364230,3.88538324e-05
3.4,68,27.8792,2863.674557,6.17578222e-05
3.4,69,28.2836,2860.961290,1.83826138e-04
3.4,70,28.6832,2862.619048,5.12174299e-05
3.4,71,29.1234,2863.739181,6.75279468e-05
3.4,72,29.5343,2860.965303,1.85664974e-04
3.4,73,29.9322,2862.820139,4.52384325e-05
3.4,74,30.3688,2865.015961,3.48935331e-05
3.4,75,30.7826,2860.225793,2.46835473e-04
3.4,76,31.1787,2862.216832,4.11062824e-05
3.4,77,31.6199,2863.915130,4.99875103e-05
3.4,78,32.0301,2860.686736,1.99454132e-04
3.4,79,32.4676,2860.667398,1.02097379e-04
3.4,80,32.8686,2862.615337,4.24138728e-05
3.4,81,33.2674,2862.512429,1.04632734e-04
3.4,82,33.6861,2862.677644,9.64983694e-05
3.4,83,34.0838,2862.406205,1.09745639e-04
3.4,84,34.5145,2862.443167,1.00389353e-04
3.4,85,34.9034,2862.733255,9.27099603e-05
3.4,86,35.2980,2862.505089,1.08432843e-04
3.4,87,35.7345,2862.945296,8.81556330e-05
3.4,88,36.1362,2862.043392,1.28872774e-04
3.4,89,36.5639,2862.717362,8.10636885e-05
3.4,90,36.9620,2862.366616,1.12151686e-04
3.4,91,37.3667,2863.003445,8.21904843e-05
3.4,92,37.7428,2863.341047,9.12684787e-05
3.4,93,38.1363,2861.358982,1.61642870e-04
3.4,94,38.5347,2862.782184,5.83333908e-05
3.4,95,38.9526,2864.895617,3.73930709e-05
3.4,96,39.3672,2860.237332,2.42834381e-04
3.4,97,39.7532,2860.859919,8.26225698e-05
3.4,98,40.1455,2862.640858,4.74803278e-05
3.4,99,40.5849,2864.726713,3.82297389e-05
3.4,100,40.9798,2860.282415,2.36342435e-04
3.4,101,41.4124,2859.705505,1.19013057e-04
3.4,102,41.8127,2861.899412,3.49516330e-05
3.4,103,42.2024,2862.801237,7.41510186e-05
3.4,104,42.6357,2863.973115,6.59581014e-05
3.4,105,43.0293,2860.482585,2.07406875e-04
3.4,106,43.4326,2862.531522,3.93497729e-05
3.4,107,43.8837,2864.196621,5.09946958e-05
3.4,108,44.2840,2860.228300,2.21902159e-04
3.4,109,44.7154,2859.820317,1.13888120e-04
3.4,110,45.1174,2862.005169,3.52263671e-05
3.4,111,45.5300,2863.008404,7.10744319e-05
3.4,112,45.9520,2865.305769,3.18129011e-05
3.4,113,46.3644,2859.716827,2.71068785e-04
3.4,114,46.7104,2862.060591,3.04052737e-05
3.4,115,47.1365,2864.176922,3.73051596e-05
3.4,116,47.5323,2860.090131,2.25496295e-04
3.4,117,47.9619,2859.492952,1.19628012e-04
3.4,118,48.3161,2861.859908,2.97016604e-05
3.4,119,48.6645,2863.154514,6.22347621e-05
3.4,120,49.0954,2864.088904,7.31630453e-05
3.4,121,49.4421,2860.466233,2.11415765e-04
3.4,122,49.8836,2860.073906,1.13413184e-04
3.4,123,50.2835,2862.154242,3.83971861e-05
3.4,124,50.7343,2863.533401,5.96695827e-05
3.4,125,51.1316,2860.974865,1.79131901e-04
3.4,126,51.5300,2862.713508,4.87635043e-05
3.4,127,51.9647,2865.087147,2.94989202e-05
3.4,128,52.3612,2859.904965,2.58728418e-04
3.4,129,52.7123,2862.106320,3.47256943e-05
3.4,130,53.1668,2864.629566,2.49601184e-05
3.4,131,53.5836,2860.196037,2.36015710e-04
3.4,132,53.9785,2862.422048,3.39776562e-05
3.4,133,54.4179,2864.789552,2.96850418e-05
3.4,134,54.8196,2860.434453,2.33636279e-04
3.4,135,55.2297,2862.668796,3.37248909e-05
3.4,136,55.6659,2864.430102,4.80759729e-05
3.4,137,56.0696,2860.308295,2.26558627e-04
3.4,138,56.4717,2862.332736,4.00929428e-05
3.4,139,56.9030,2864.268668,4.27781262e-05
3.4,140,57.2949,2860.095396,2.28119991e-04
3.4,141,57.6929,2862.285878,3.50555442e-05
3.4,142,58.1122,2863.866119,5.35691190e-05
3.4,143,58.5024,2860.590326,2.00892162e-04
3.4,144,58.8975,2862.531290,4.26254573e-05
3.4,145,59.3186,2864.913765,2.92308414e-05
